responseid,recordeddate,duration,userlanguage,source,gc,aid,distributionchannel,resi_ny,res_length,zip,cross_1,cross_2,age,gen,gen_text,race,race_his_lat,race_white,race_black,race_native,race_haw,race_e_asian,race_other,race_s_asian,race_pnta,race_text,mar,relig,relig_text,sex,sex_text,lang,lang_text,disab,disab_cog,disab_phys,disab_none,disab_pnta,sch_level,sch_level_text,labor,hh_sn_65,hh_ad_18_64,hh_ch_6_17,hh_ch_3_5,hh_ch_0_2,income,inc_ch,emp_before,emp_before_ft,emp_before_pt,emp_before_gig,emp_before_sb,emp_before_st,emp_before_fl,emp_before_re,emp_before_hm,emp_before_other,emp_before_un,emp_before_text,emp_after,emp_after_ft,emp_after_pt,emp_after_fl,emp_after_sb,emp_after_st,emp_after_gig,emp_after_hm,emp_after_other,emp_after_re,emp_after_un,emp_after_text,wrk,emp_reas,emp_reas_laid,emp_reas_fire,emp_reas_pay,emp_reas_ben,emp_reas_new,emp_reas_covid,emp_reas_re,emp_reas_train,emp_reas_other,emp_reas_na,emp_reas_text,unemp_ben,unemp_tm,unemp_diff,unemp_diff_lang,unemp_diff_nav,unemp_diff_app,unemp_diff_tech,unemp_diff_den,unemp_diff_not_app,unemp_diff_other,unemp_diff_no_diff,unemp_diff_text,res_type,res_type_rent,diff_afford,diff_afford_food,diff_afford_trans,diff_afford_util,diff_afford_rent,diff_afford_internet,diff_afford_hc,diff_afford_cc,diff_afford_tech,diff_afford_none,diff_access,diff_access_food,diff_access_ss,diff_access_trans,diff_access_hous,diff_access_internet,diff_access_hc,diff_access_test,diff_access_cc,diff_access_none,diff_access_tech,insecure,insecure_food_worr,insecure_food_ran_out,insecure_hous,insecure_evict,insecure_none,ins,ins_priv,ins_emp,ins_care,ins_caid,ins_idk,ins_none,trans_drive,trans_taxi,trans_carpool,trans_public_bus,trans_priv_bus,trans_subway,trans_rail,trans_ferry,trans_bike,trans_walk,rate_gov,rate_neigh_gar,rate_neigh_pot,rate_neigh_lib,rate_neigh_pub,rate_neigh_rec,rate_neigh_code,rate_neigh_med,rate_neigh_pol,rate_neigh_pre,lr_stress,lr_stress_fb,lr_stress_np,lr_stress_gov,lr_stress_emp,lr_stress_uni,lr_stress_ff,lr_stress_idk,lr_trans,lr_trans_fb,lr_trans_np,lr_trans_gov,lr_trans_emp,lr_trans_uni,lr_trans_ff,lr_trans_idk,lr_food,lr_food_fb,lr_food_np,lr_food_gov,lr_food_emp,lr_food_uni,lr_food_ff,lr_food_idk,lr_hc,lr_hc_fb,lr_hc_np,lr_hc_gov,lr_hc_emp,lr_hc_uni,lr_hc_ff,lr_hc_idk,lr_util,lr_util_fb,lr_util_np,lr_util_gov,lr_util_emp,lr_util_uni,lr_util_ff,lr_util_idk,lr_cc,lr_cc_fb,lr_cc_np,lr_cc_gov,lr_cc_emp,lr_cc_uni,lr_cc_ff,lr_cc_idk,lr_ec,lr_ec_fb,lr_ec_np,lr_ec_gov,lr_ec_emp,lr_ec_uni,lr_ec_ff,lr_ec_idk,stress_unc,stress_conf,stress_way,stress_pile,safe_home,safe_work,safe_commute,safe_sch,safe_reas,safe_reas_pol_lack,safe_reas_light,safe_reas_pol_pres,safe_reas_drug_alc,safe_reas_news,safe_reas_none,av_crime,av_crime_hc,av_crime_trans,av_crime_sch,av_crime_work,av_crime_pub_space,av_crime_ent,av_crime_shop,av_crime_relig,av_crime_none,pol_local,pol_exp_gen,pol_exp_dist,pol_exp_ment,pol_exp_self,pol_exp_neigh,pol_exp_crime,exp,exp_ab,exp_vi,exp_none,exp_pnta,discrim,stressors,email,phone,any_else,any_else_fut_yes,any_else_fut_no,demographic_na,policy_na,exclusion_reason,borough,bronx,bk,mh,qu,si,neighborhood,completion,gender,sex_orientation,religion,religion_group,lgbtq_bi,lgbtq,bronx_bi,brooklyn_bi,queens_bi,manhattan_bi,staten_island_bi,english_lang,asian,race_census,race_census2,race_census3,hh_size,hh_ad_one,hh_sn_65_bi,hh_ch_6_17_bi,hh_ch_3_5_bi,hh_ch_0_2_bi,hh_ch_0_17_bi,hh_ch_sn,hh_child,hh_elderly,dis,cog_dis,phys_dis,both_dis,hh_disability,edu_cat,sch_level_cat,sch_bach,education,inc_neg,inc_pos,inc_same,below_poverty_bi,inc_dist,inc_ab_med,inc_be_med,inc_level,below_poverty,below_median,wrk_in,emp_status_before,emp_status_after,emp_change,emp_before_part_time,emp_after_part_time,discrim_bi,exp_ab_or_vi,exp_ab_and_vi,rate_neigh_pub_good,rate_neigh_rec_good,rate_neigh_code_good,rate_neigh_pol_good,rate_neigh_pre_good,rate_neigh_pub_bad,rate_neigh_rec_bad,rate_neigh_code_bad,rate_neigh_pol_bad,rate_neigh_pre_bad,rate_gov_bad,rate_gov_good,stress_score,stress_bi,ins_has,lr_fam,lr_gov,lr_fb,lr_np,lr_uni,lr_emp,food_insec,house_insec,fin_insec,res_insec,sev_food_insec,sev_house_insec
r_1qgqc6g8onrqm1e,2023-10-20T16:36:33Z,602,en,,99,,99,1,1,10025,columbus,108th,25,2,,black or african american,0,0,1,0,0,0,0,0,0,,1,6,,1,,0,,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,3,,4,0,1,0,0,0,2,3,part-time employee,0,1,0,0,0,0,0,0,0,0,,part-time employee,0,1,0,0,0,0,0,0,0,0,,3,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,4,,did not have any difficulty accessing unemployment benefits,0,0,0,0,0,0,0,1,,1,4,none of the above,0,0,0,0,0,0,0,0,1,none of the above,0,0,0,0,0,0,0,0,1,0,none of the above,0,0,0,0,1,medicaid,0,0,0,1,0,0,,2,,3,,1,,,,,5,4,5,4,5,4,3,4,3,3,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,151,include,manhattan,,,upper west side,,,upper west side,0.7424242424242424,female,heterosexual,other,Other,,,FALSE,FALSE,FALSE,TRUE,FALSE,English spoken at home,0,black or african american,black or african american,black or african american,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,"some college, no degree",3,0,Less than Bachelor's,0,0,1,1,1,FALSE,TRUE,HH income below $36500,Below Poverty Level,Below Median Income,TRUE,employed,employed,FALSE,1,1,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
r_2zgywwd2rdhae9k,2023-10-20T18:42:44Z,166,en,,99,,99,1,1,10027,115,amsterdam,19,1,,white,0,1,0,0,0,0,0,0,0,,1,7,,1,,0,,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,3,,4,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private insurance,1,0,0,0,0,0,,,,3,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,10,include,manhattan,,,central harlem,,,central harlem,0.20833333333333334,male,heterosexual,no religion/unaffiliated,None/Unaffiliated,,,FALSE,FALSE,FALSE,TRUE,FALSE,English spoken at home,0,white,white,white,2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Has children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,"some college, no degree",3,0,Less than Bachelor's,,,,,3,,,HH income above $69500,,,FALSE,,,,,0,FALSE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,
r_vwneh95d9k2xbgt,2023-10-21T18:52:06Z,146,en,,99,,99,1,2,10027,117th st.,amsterdam ave.,20,1,,"white;east asian (e.g. chinese, korean, japanese)",0,1,0,0,0,1,0,0,0,,1,3,,1,,0,,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,3,,4,0,4,1,0,0,4,2,student,0,0,0,0,1,0,0,0,0,0,,student,0,0,0,0,1,0,0,0,0,0,,3,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,4,,did not need to access unemployment benefits,0,0,0,0,0,1,0,0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private insurance,1,0,0,0,0,0,,,,3,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,57,include,manhattan,,,central harlem,,,central harlem,0.38636363636363635,male,heterosexual,jewish / judaism,"Minority (Jewish, Muslim, Hindu)",,,FALSE,FALSE,FALSE,TRUE,FALSE,English spoken at home,1,two or more races,two or more races,two or more races,5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Has children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,"some college, no degree",3,0,Less than Bachelor's,1,0,0,1,3,TRUE,FALSE,HH income above $69500,Below Poverty Level,Above Median Income,TRUE,student,student,FALSE,1,1,FALSE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,
r_2zkbx2jrwdxlo48,2023-10-22T15:04:48Z,196,en,,99,,99,1,1,10025,115th st and broadway,99th st and broadway,20,1,,white,0,1,0,0,0,0,0,0,0,,1,3,,1,,1,french,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,2,,4,0,2,2,0,0,5,1,full-time employee;self employed - small business owner,1,0,0,1,0,0,0,0,0,0,,self employed - small business owner,0,0,0,1,0,0,0,0,0,0,,3,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,37,include,manhattan,,,upper west side,,,upper west side,0.3143939393939394,male,heterosexual,jewish / judaism,"Minority (Jewish, Muslim, Hindu)",,,FALSE,FALSE,FALSE,TRUE,FALSE,Other langugage spoken at home,0,white,white,white,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Has children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,high school diploma or equivalent,2,0,Less than Bachelor's,0,1,0,0,3,TRUE,FALSE,HH income above $69500,Above Poverty Level,Above Median Income,TRUE,employed,employed,TRUE,1,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_868qsmiurlokzun,2023-10-23T07:37:19Z,982,en,138,99,,99,1,3,10462,unionport rd,metropolitan,42,2,,black or african american,0,0,1,0,0,0,0,0,0,,2,2,,1,,0,,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,6,,4,0,2,1,0,0,4,1,full-time employee,1,0,0,0,0,0,0,0,0,0,,full-time employee,1,0,0,0,0,0,0,0,0,0,,3,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,4,,did not have any difficulty accessing unemployment benefits,0,0,0,0,0,0,0,1,,1,3,none of the above,0,0,0,0,0,0,0,0,1,none of the above,0,0,0,0,0,0,0,0,1,0,eviction or threat of eviction,0,0,0,1,0,employer-provided insurance,0,1,0,0,0,0,3,2,,1,,,,,,,4,4,3,4,4,3,3,3,4,4,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,faith-based organizations,1,0,0,0,0,0,0,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,faith-based organizations,1,0,0,0,0,0,0,4,2,3,4,2,3,4,4,lack of lighting in my neighborhood;local news (print or digital) coverage of crime,0,1,0,0,1,0,going to work;spending time in an outdoor public space;going out to evening entertainment/lesiure,0,0,0,1,1,1,0,0,0,3,2,2,2,2,2,3,"no, i haven’t experienced any verbal abuse or physical violence",0,0,1,0,1,,,,"yes, i would like to be contacted for future surveys or modules;no, i would not like to be contacted for future surveys or modules",1,1,33,189,include,bronx,southeast bronx,,,,,southeast bronx,0.9015151515151515,female,heterosexual,protestant / protestantism,Christian,,,TRUE,FALSE,FALSE,FALSE,FALSE,English spoken at home,0,black or african american,black or african american,black or african american,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Has children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,master’s degree,6,1,Bachelor's or Higher,0,1,0,0,3,TRUE,FALSE,HH income above $69500,Above Poverty Level,Above Median Income,TRUE,employed,employed,FALSE,1,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,13,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
r_1oehilsgpsdbefx,2023-10-23T12:48:54Z,1944,en,51,99,,99,1,3,11106,crescent street / broadway,crescent street / 34 avenue,30,2,,white,0,1,0,0,0,0,0,0,0,,5,7,,1,,1,greek,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,6,,4,1,1,0,0,0,4,1,full-time employee;student,1,0,0,0,1,0,0,0,0,0,,full-time employee,1,0,0,0,0,0,0,0,0,0,,1,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,4,,did not need to access unemployment benefits,0,0,0,0,0,1,0,0,,2,4,none of the above,0,0,0,0,0,0,0,0,1,none of the above,0,0,0,0,0,0,0,0,1,0,none of the above,0,0,0,0,1,employer-provided insurance,0,1,0,0,0,0,,2,,,,1,,,,3,3,4,4,3,4,3,4,3,3,3,friends/family,0,0,0,0,0,1,0,community non-profits,0,1,0,0,0,0,0,community non-profits,0,1,0,0,0,0,0,friends/family,0,0,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,not sure/not applicable,0,0,0,0,0,0,1,community non-profits,0,1,0,0,0,0,0,3,3,3,4,2,2,4,3,drug and alcohol use in public,0,0,0,1,0,0,using public transportation;spending time in an outdoor public space;going out to evening entertainment/lesiure;going shopping/running errands,0,1,0,0,1,1,1,0,0,4,1,1,1,1,1,1,"no, i haven’t experienced any verbal abuse or physical violence",0,0,1,0,3,,,,"no, i would not like to be contacted for future surveys or modules",0,1,34,189,include,queens,,,,northwest queens,,northwest queens,0.9053030303030303,female,heterosexual,no religion/unaffiliated,None/Unaffiliated,,,FALSE,FALSE,TRUE,FALSE,FALSE,Other langugage spoken at home,0,white,white,white,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,Has senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,master’s degree,6,1,Bachelor's or Higher,0,1,0,1,3,TRUE,FALSE,HH income above $69500,Below Poverty Level,Above Median Income,TRUE,employed,employed,TRUE,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
r_1pkxcqe0zp5rg3s,2023-10-23T13:19:01Z,164,en,,99,,99,1,2,10023,,,26,2,,white,0,1,0,0,0,0,0,0,0,,2,8,,5,,0,,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,5,,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,5,1,5,1,2,5,1,2,friends/family,0,0,0,0,0,1,0,government agencies;friends/family,0,0,1,0,0,1,0,friends/family,0,0,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,friends/family,0,0,0,0,0,1,0,government agencies;friends/family,0,0,1,0,0,1,0,government agencies;friends/family,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,66,include,manhattan,,,upper west side,,,upper west side,0.4128787878787879,female,prefer not to say,prefer not to say,,,,FALSE,FALSE,FALSE,TRUE,FALSE,English spoken at home,0,white,white,white,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,bachelor’s degree,5,1,Bachelor's or Higher,,,,,3,,,HH income above $69500,,,FALSE,,,,,0,FALSE,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,
r_3hhatqay2g8icqa,2023-10-23T13:20:49Z,109,en,,99,,99,1,2,10025,w 183rd,columbus,21,2,,white,0,1,0,0,0,0,0,0,0,,1,1,,1,,0,,"yes, i currently am living with a cognitive disability",1,0,0,0,1,,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private insurance,1,0,0,0,0,0,2,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,10,include,manhattan,,,upper west side,,,upper west side,0.20833333333333334,female,heterosexual,catholic / catholicism,Christian,,,FALSE,FALSE,FALSE,TRUE,FALSE,English spoken at home,0,white,white,white,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,No senior citizens in household,TRUE,TRUE,FALSE,FALSE,Household with a disability,no high school diploma or equivalent,1,0,Less than Bachelor's,,,,,3,,,HH income above $69500,,,FALSE,,,,,0,FALSE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,
r_3sgzwwkkzk36hcj,2023-10-23T21:19:49Z,811,en,,99,,99,1,2,10027,118th st,amsterdam avenue,33,2,,hispanic or latinx;white,1,1,0,0,0,0,0,0,0,,2,1,,3,,1,portuguese,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,5,,4,0,2,0,0,0,4,1,student,0,0,0,0,1,0,0,0,0,0,,student,0,0,0,0,1,0,0,0,0,0,,5,other,0,0,0,0,0,0,0,0,1,0,,4,,language barriers;system too difficult to navigate,1,1,0,0,0,0,0,0,,1,4,paying rent/mortgage;health care services,0,0,0,1,0,1,0,0,0,none of the above,0,0,0,0,0,0,0,0,1,0,difficulty finding housing,0,0,1,0,0,private insurance,1,0,0,0,0,0,,,,1,,2,,,,3,6,4,3,1,5,2,5,5,5,2,friends/family,0,0,0,0,0,1,0,government agencies;my employer/business;friends/family,0,0,1,1,0,1,0,friends/family,0,0,0,0,0,1,0,government agencies;my employer/business;friends/family,0,0,1,1,0,1,0,government agencies;my employer/business;friends/family,0,0,1,1,0,1,0,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,151,include,manhattan,,,central harlem,,,central harlem,0.7462121212121212,female,bisexual,catholic / catholicism,Christian,1,LGBTQIA+,FALSE,FALSE,FALSE,TRUE,FALSE,Other langugage spoken at home,0,hispanic or latinx,hispanic or latinx,two or more races,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,bachelor’s degree,5,1,Bachelor's or Higher,0,1,0,0,3,TRUE,FALSE,HH income above $69500,Above Poverty Level,Above Median Income,FALSE,student,student,FALSE,1,1,FALSE,,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,1
r_3ndf7vpo2v7tvoo,2023-10-24T08:07:26Z,78591,en,,99,,99,1,3,11228,cropsey ave,independence,65,2,,white,0,1,0,0,0,0,0,0,0,,2,3,,1,,0,,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,6,,4,2,1,0,0,0,5,1,full-time employee,1,0,0,0,0,0,0,0,0,0,,full-time employee,1,0,0,0,0,0,0,0,0,0,,1,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,4,,did not need to access unemployment benefits,0,0,0,0,0,1,0,0,,3,,none of the above,0,0,0,0,0,0,0,0,1,none of the above,0,0,0,0,0,0,0,0,1,0,none of the above,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,74,include,brooklyn,,southwest brooklyn,,,,southwest brooklyn,0.45075757575757575,female,heterosexual,jewish / judaism,"Minority (Jewish, Muslim, Hindu)",,,FALSE,TRUE,FALSE,FALSE,FALSE,English spoken at home,0,white,white,white,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,Has senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,master’s degree,6,1,Bachelor's or Higher,0,1,0,0,3,TRUE,FALSE,HH income above $69500,Above Poverty Level,Above Median Income,TRUE,employed,employed,FALSE,1,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,0,0
r_12hz3debjif5g8s,2023-10-24T09:02:42Z,760,en,7,99,,99,1,2,10005,wall,water,23,2,,"black or african american;south asian (e.g. indian, pakistani, bangladeshi)",0,0,1,0,0,0,0,1,0,,1,7,,3,,1,,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,5,,4,0,1,0,0,0,4,3,"self employed - gig worker (uber, lyft, instacart, etc.);student",0,0,1,0,1,0,0,0,0,0,,"part-time employee;self employed - freelance, independent contractor, consultant",0,1,1,0,0,0,0,0,0,0,,3,does not apply to me / my employment status has not changed,0,0,0,0,0,0,0,0,0,1,,4,,did not need to access unemployment benefits,0,0,0,0,0,1,0,0,,1,3,health care services,0,0,0,0,0,1,0,0,0,health care services,0,0,0,0,0,1,0,0,0,0,none of the above,0,0,0,0,1,employer-provided insurance,0,1,0,0,0,0,3,2,,,,1,,,,,4,2,4,4,3,2,3,3,3,5,my unions,0,0,0,0,1,0,0,government agencies,0,0,1,0,0,0,0,government agencies,0,0,1,0,0,0,0,government agencies,0,0,1,0,0,0,0,my employer/business,0,0,0,1,0,0,0,community non-profits,0,1,0,0,0,0,0,faith-based organizations,1,0,0,0,0,0,0,3,4,3,4,2,3,4,3,lack of lighting in my neighborhood;police presence in my neighborhood;drug and alcohol use in public,0,1,1,1,0,0,taking my child to school/day care;going to work;spending time in an outdoor public space;going to a place of worship,0,0,1,1,1,0,0,1,0,1,2,2,2,2,2,1,"yes, i have experienced verbal abuse;yes, i have experienced physical violence",1,1,0,0,1,loss of job,synclairew@yahoo.com,9167567633,"yes, i would like to be contacted for future surveys or modules",1,0,33,189,include,manhattan,,,lower manhattan,,,lower manhattan,0.9128787878787878,female,bisexual,no religion/unaffiliated,None/Unaffiliated,1,LGBTQIA+,FALSE,FALSE,FALSE,TRUE,FALSE,Other langugage spoken at home,1,two or more races,two or more races,two or more races,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,bachelor’s degree,5,1,Bachelor's or Higher,0,0,1,0,3,TRUE,FALSE,HH income above $69500,Above Poverty Level,Above Median Income,TRUE,employed,employed,TRUE,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,14,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0
r_1muaygdbkbcxu5a,2023-10-24T11:39:01Z,990,en,48,99,,99,1,3,10033,181st st.,cabrini blvd,56,2,,hispanic or latinx;white,1,1,0,0,0,0,0,0,0,,1,1,,1,,1,spanish,"no, i am not currently living with a cognitive or physical disability",0,0,1,0,5,,4,0,2,0,0,0,5,3,student,0,0,0,0,1,0,0,0,0,0,,student,0,0,0,0,1,0,0,0,0,0,,3,returned to school or job training,0,0,0,0,0,0,0,1,0,0,,2,,other,0,0,0,0,0,0,1,0,this was weeks before covid. an arduous process made easier once dol fixed kinks.,1,4,none of the above,0,0,0,0,0,0,0,0,1,health care services,0,0,0,0,0,1,0,0,0,0,none of the above,0,0,0,0,1,medicaid,0,0,0,1,0,0,,3,,2,,1,,,,,2,3,4,3,4,2,4,2,5,4,friends/family,0,0,0,0,0,1,0,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,not sure/not applicable,0,0,0,0,0,0,1,3,4,4,1,2,3,5,3,lack of police in my neighborhood;lack of lighting in my neighborhood;drug and alcohol use in public;local news (print or digital) coverage of crime,1,1,0,1,1,0,using public transportation;going out to evening entertainment/lesiure,0,1,0,0,0,1,0,0,0,5,2,1,1,3,3,1,"no, i haven’t experienced any verbal abuse or physical violence",0,0,1,0,2,an unexpected health setback stopped my busy schedule in its s tracks. i usually have a blessed life. but it allowed me to see the overwhelm that is being experienced in hospitals/public health. especially the siloed nature of care. patients can be powerless w/o advocates at their side when they're at the most vulnerable.,chavezlucina1@gmail.com,6024711969,"yes, i would like to be contacted for future surveys or modules",1,0,34,190,include,manhattan,,,inwood and washington heights,,,inwood and washington heights,0.9204545454545454,female,heterosexual,catholic / catholicism,Christian,,,FALSE,FALSE,FALSE,TRUE,FALSE,Other langugage spoken at home,0,hispanic or latinx,hispanic or latinx,two or more races,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No children in household,No senior citizens in household,FALSE,FALSE,FALSE,FALSE,Household with no disability,bachelor’s degree,5,1,Bachelor's or Higher,0,0,1,0,3,TRUE,FALSE,HH income above $69500,Above Poverty Level,Above Median Income,TRUE,student,student,FALSE,1,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,12,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0
